model,split,MAE,RMSE,R2
PyTorch MLP,train,24.520034790039062,78.27780992940305,0.9233553409576416
PyTorch MLP,val,10.066193580627441,32.89245281441379,0.8197493553161621
PyTorch MLP,test,7.606903076171875,23.52060786078083,0.851883053779602
